Review Text,Overall Rating,Origin,Destination,Flight Type,Date of Travel,Legroom,Seat Comfort,In-flight Entertainment,Customer Service,Value for Money,Cleanliness,Check-in and Boarding,Food and Beverage
"UPDATE TO MY PREVIOUS BRITISH AIRWAYS REVIEW - 'Never again fly British Airways” - LOST LUGGAGE: The saga continues. After waiting 5 days with no luggage in Manchester then Liverpool - and after receiving 3 text messages indicating 3 separate delivery times that were MISSED by the courier contracted by BA to deliver my luggage,  I received notice from the courier that he was 'Unable to Deliver' - with no further explanation given as to 'why' that was the case. I decided to return home without my luggage after receiving 5 emails in a row from BA the very next morning requesting me to re-identify my luggage since it was truly lost. This makes exactly NO SENSE AT ALL!!!  Then, British Airways actually CHARGED me to change my return flight, and it was THEY who originally lost my luggage!!! IT GETS WORSE - YOU CANNOT MAKE THIS UP: The very next day my luggage showed up unannounced at the hotel I was staying at in Liverpool, so I immediately changed my flights back to the original dates - and was CHARGED BY BRITISH AIRWAYS YET AGAIN!!! After disputing the 2 separate charges on my Visa credit card, BA denied the dispute, so I am reactivating the dispute and am therefore still in limbo with almost $600 worth of charges. CONCLUSION: RUN AWAY FROM BRITISH AIRWAYS IF YOU VALUE YOUR TIME, LUGGAGE , AND SANITY!!! DO NOT EVER FLY WITH THEM ANYWHERE!!!",1.0,London,Manchester,Domestic,May 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Overall a seriously disappointing flying experience in both directions. Majority of staff were unfriendly, unprofessional and scruffy. Boarding was extremely unorganized outbound. No tea or coffee was offered during our 10 hour flight, the food ran out and only one option was available, the lights were off during the majority of the flight (even though this was a day flight). There were a small handful of attendants who were trying their best and were friendly but the experience left us feeling irritated. The cleanliness of the plane also was not at standard and for long haul flights this should not be a concern for customers. Premium economy felt closer to economy, don’t waste your money with this airline. Virgin and Emirates are far superior in their service and food.",2.0,London,Male,International,July 2023,3.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0
"How is this even legal?
Amsterdam rejected my passport and so they sent me back. This should have been caught at checking and I should have never got on the plane. After spending the night in holding they got me a flight back only to totally loose my bag which I learn upon arrive back in London. I have been waiting 3 days and nothing. You cannot even call customer support. Is this a real company? Aside from the lost ticket, I'm spending crazy amounts of money just waiting for my bag as well as missing my vacation. Absolutely ridiculous.",1.0,London,Amsterdam,Europe,July 2023,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
"What a terrible airline BA has become. The boarding was chaotic, even though it was T5, supposedly their 'home'. Although they say you can take two pieces of cabin baggage on, they were confiscating bags to put in the hold. Thankfully my wife and I only had small underseat bags, but they seem to have forgotten that passengers had PAID for the convenience of taking 2 bags. We were supposed to board in groups, but the gate attendants seemed to lose track of which groups they were boarding. When there were only 3 of us left in the waiting area, I walked up and said 'Can we get on now?' 'Oh, yes.' They bussed us out to the aircraft, but only one door was in use, so there was more chaos getting everyone on. The flight attendants were rude and the flight was nearly an hour late because they missed their slot due to the boarding chaos. The return flight from Dalaman was no better. I'm definitely joining the ABBA club (Anyone But BA). Simply a terrible, terrible airline.",1.0,London,Istanbul,Europe,June 2023,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0
"I was due to fly to Brisbane from Manchester with a stop off at Heathrow. Due to trains being cancelled at Durham then York I missed my first flight. After trying to get through to BA customer services after eventually finding a phone number it was closed. I found out I could get a bus from Manchester to Heathrow which would get me there in good time. When I got to the check in at Qatar for my flight to Brisbane I was told BA had cancelled my flight because of a no show. I had to get a train to Terminal 5 to speak to someone at their help desk. I explained the situation about the trains being cancelled but to absolutely no avail. Their bottom line was as I had missed my first flight the whole itinerary was cancelled, including the return flights. I even tried to appeal to them saying I was going to visit family members in Australia I hadn't seen for two years due to covid but again they weren't interested. I had to book a flight on that day which cost an absolute fortune and on the way back too. I missed a flight with Emirates from Brisbane in 2015 due to a road closure and they got me on the next available flight with no extra cost and couldn't have been any nicer and more helpful. I tried to complain to BA about their service but it was a waste of time. I hope I never have to travel with them again. For the national airline of the UK they are an absolute disgrace. Fly with Emirates as they know how to treat customers with the respect they deserve",1.0,London,Brisbane,International,July 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"The boarding process could have been improved. The lounge was busy and there were lots of announcements from different flights. The announcers needed to state which flight to which they were referring. Several people thought mistakenly that they were being asked to board.
Service on board was variable, letting down the experience. No water bottles were handed out which was very poor.
The food was good, such as the mushroom flan followed by pan seared Chilean seabass - quite filling.
Washed down with a couple of glasses of Dog Point sauvignon blanc from New Zealand helped me to sleep.
All I wanted for breakfast was fresh fruit and a cottage cheese and ham omelette which was delicious.
Not as good service as the flight going to Seattle but acceptable. It would have been improved by offering me a pot of Earl Grey tea instead of giving me a mug with a teabag dangling in it.",4.0,Seattle,London,International,June 2023,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0
"Our tickets said to have a BA agent check our passports at the airport.  So, On our ways to our sunny USA destination on BA, we were given incorrect information at LHR several times and inconvenienced regarding this issue and others. We had boarding passes but no check in luggage, and were told to go direct to the gate to have our passports checked. Wrong. We could not pass through security and were sent to line C-1 to have the passports checked. The BA agent said the TVs didn't work but printed our boarding passes for our paid seats. At the gate we could not pass to the plane and were sent to yet another BA agent who printed out new tickets. We paid for the seats to be on the aisle to have access to the bathroom We were seated next to a disabled lady who had to be assisted out of her seat by the BA attendant. Thus were were effectively blocked from aisle access. And then the plane was an hour late.  However, one bright light shown through the morass in the form of a BA flight attendant, Mr. Dipak who informed us that we would move to the last row where we would have aisle access and he assisted the disabled lady out of the seat.",3.0,London,Washington DC,International,July 2023,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0
Flight was okay - however customer service off the flight is not acceptable. Still waiting for a refund on an exit seat which I paid for which turned out to not be an exit seat on the plane. I shouldn’t have to chase for 3 weeks and call to be told that the team have a massive backlog of complaints. Mistakes happen but I expected a swift resolution from BA. Recommend flying with another airline.,1.0,London,Vancouver,International,June 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Our flight was delayed by over three hours. My parents missed their flight to another city because of this (they were rebooked). British Airways communicated quite poorly overall and did very little to make it up to the passengers for the significant delay. Seeking compensation for the delay is still a very difficult and lengthy process (including both for the delay and bus tickets that had to be rebooked too). 

As a side note, their food was significantly substandard even for airplane food. Overall, don't recommend it.",1.0,Washington DC,London,International,June 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BA forgot to put my luggage on board. I arrived London without any luggage. I returned back home to the USA and the luggage still missing. I made many phone calls without getting any help to find my luggage. The worst airline on this planet. The worst customer support ever!,1.0,Miami,London,International,July 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"My fiancé and I were flying from JFK to Mykonos with a 65 minute layover in Heathrow. On board we asked a flight attendant to assist us because we had such a short layover. She could not tell us which gate to go or any information about Heathrow. We landed 25 minutes late and by the time we deboarded the plane and ran to security for our gate we had 20 minutes left before our flight. 

Upon scanning our boarding passes we were unable to enter security. A woman from British Airways told us to wait on a line for customer service if we cannot scan our boarding pass. We explained our flight departs soon, but she said we still had to wait on line. The line was at least 100 people long, with similar problems and missed connections. We ask another British Airways employee if she can assist us without us needed to wait on line, potentially missing our flight. She said to rescan the boarding pass, and if it doesnt work, someone near the scanner can help. Once again we scan them and they are still not working. Finally we find a third employee who brings us to a security guard at a computer to scan our boarding passes. He informs us that British Airways cancelled our ticket because we did not pass through security within 30 minutes of our flight (despite knowing our first flight was still mid-air at that time). We asked when the next flight to Mykonos from Heathrow was and he told us that our original flight was the last one for the day. Once again we are redirected to the 100+ person line that has now grown even more.

We waited on line and realized that no one from British Airways was able to help us. We had no where to stay in London and no flight to Mykonos. We also were about to lose our hotel room in Mykonos if we didn't check in that day. 

We paid for airport Wi-Fi and luckily found the last two seats to Mykonos with Aegean airlines at $400. Desperate, we paid for it and ran to the gate for Aegean. 

Upon returning from our trip I filed a complaint with British Airways, to which they refused to give us any form of compensation. When I called their contact number I was informed that customer service does not speak with anyone over the phone and repeatedly told there is nothing that British Airways can do. 

I have never had such a bad experience traveling with an airline - every single person, from the flight attendant, to airport staff, and office staff, have been extremely unhelpful and unknowledgeable. I hope that no one ever has this experience, and highly recommend using any other airline.",1.0,New York City,Mykonos,International,June 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"checked in for our flight to New York two tickets purchased together in January for a July flight, we have been given separate seats but can sit together if we pay, feel like I am being robbed at gunpoint! I refuse to pay for a seat when I have payed for my flight but not to put us together is awful customer service.",1.0,London,New York City,International,July 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Bottom Line: American Airlines together with British Airlines overbook their flights and operate with very narrow connection layovers, resulting in missed connections and baggage delays.

The flights were initially booked through Expedia from Tampa, FL to Athens, Greece and back 7/8/23 to 7/18/23 (American Airlines marketed through British Airlines).

With two connections on the journey there was a very tight connection window (35 min) and our flights left late from the original cities in both cases. There was no possible way to get to the connecting gate on time. We tried our best and were turned away to customer service. It was a very challenging journey in total, and our bags were lost upon getting to our final destination in Athens. I also had heart medication in the bags, so didn't have the medication for two days while climbing steep hills. It was very inconvenient not having clothes or items for grooming. We then had delayed baggage again upon our return to Tampa. This is after a connection in Philadelphia (Athens to Philadelphia) with 1:45 layover (should have been enough time)...  

Flights with missed connections:

Tampa to Philadelphia 7/8/23 at 3:10pm BA5710

Flight BA0640 London Heathrow LHR to Athens ATH 7/9/23 8:35 am

Rebooked flights:

BA6957 Tampa TPA to Charlotte CLT 7/8/23 1:42 pm

BA0636
London Heathrow LHR to Athens ATH 7/9/23 at 10:10 am

Flights connected but with resulting baggage delay:

Athens to Philadelphia AA759 7/18/23 at 12:20 PM 

Philadelphia to Tampa BA1618 7/18/23 at 6:42 PM",1.0,Tampa,Athens,International,June 2023,1.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0
"The worse flight ever. Cancel my flight and reschedule for the latest time I called them to change to the morning flight the lady who answered the phone was so rude. To change to the morning flight I need to pay almost the same price of my original one. 

In addition on the board no food offered, only one toilet for the whole flight so the queue was sooooo long. 
The ticket is not cheap and the service was so poor",1.0,London,Cairo,International,July 2023,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
"The flight is in October. We paid for Premium Economy. Yesterday, we were told we'd been downgraded to regular economy. Today, we learned that they would not refund the difference between Premium and regular until after the flight. This is thievery.",1.0,Boston,Seville,International,July 2023,N/A,N/A,N/A,1.0,N/A,N/A,N/A,N/A
"Brtish Airways did not  book a ticket but held money for so long. We bought another ticket through United Airlines but 7 days after, we are still waiting for BA to release the hold on our credit card.  All my accounts was overdrawn because british airways held my money ($2,715)  on one card; $2,715 on affirm. No ticket. They held money and they did not issue tickets and refused to release the money. They held the money but will tell you to go to 3rd party whose name is not on your bank account.",1.0,Lagos,Washington DC,International,July 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"The flight from Madrid to San Francisco via London and the return to Paris via London were both delayed. Not a single flight was on time.

From Madrid, the plane departed 4 hours late, causing me to miss my connection to SFO. They rebooked me on a Virgin Atlantic flight, but I arrived over 6 hours late.

From San Francisco, the flight was delayed by three hours, resulting in another missed connection to Paris. They put me on the last flight, and I arrived in Paris at 10 PM. Unfortunately, I missed my train home and had to sleep in Paris.

Furthermore, my suitcase was destroyed, and they offered to replace it with a suitcase that was exactly 10 times cheaper. I provided invoices and screenshots of the online purchase, but they responded that they found a Polish online auction site where the price of my suitcase was lower than my invoice, so they could not accept it.

The only positive thing I can take from this experience is that the plane did not crash. I consider myself fortunate in that regard.",1.0,San Francisco,Paris,International,May 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Our booking reference for British Airways  flight from Madrid to London on June 25, 2023, departing at 17:20, with a transit to flight BA27 at 20:55 from London to Hong Kong. However, when we arrived at the check-in counter on June 25, 2023, at 3 pm, the ground crew informed us that they could not find our tickets. However, prior to our arrival at the airport, we were able to see our names when logging in to the British Airways online check-in system. The ground crew attempted to assist us in contacting customer service or the office support team to re-issue our tickets, but we were unable to reach anyone as it was a Sunday and even the so-called 7-day hotline was not operational. We spent over an hour attempting to contact customer service to no avail. Ultimately, the ground crew informed us that they could not do anything except offer us a free hotel stay on June 25, 2023, with meals provided, and advised us to call the BA office at +34 910507549 on June 26, 2023, at 9 am to rearrange our flight back to Hong Kong.

When we finally connected with British Airways customer service on the phone, we were informed that they could not rearrange our flight. We attempted to contact the agency, but there was no reply that day. As a result, we had to purchase new tickets ourselves, which cost us more than double the original price.

After returning to Hong Kong, we sent emails to Skyscanner and Cheaptickets to complain about not being able to check in for the inbound flight. However, they simply replied that British Airways had confirmed that we were no-shows for our flight, which is not true. Although it was the airline’s responsibility for not allowing us to check-in, it was unacceptable for Cheaptickets, not to provide customer service on weekends. If they had helped us declare that our tickets were in good order, we could have boarded the plane.

We followed the instructions provided by British Airways customer service to obtain proof for insurance or a claim, but the airline only sent us proof that the tickets were booked but we had not traveled with them. We were provided with ticket numbers and booking numbers, yet we were still unable to board the flight. Even after a month, we have received no response to explain this issue. And  no refund also.

We are extremely disappointed with the service we received from British Airways and cheapticket and we demand an explanation as to why we were unable to board our flight despite having valid tickets .",1.0,Madrid,Hong Kong,International,June 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"The staff were very lovely. One cabin crew member in particular called Tinus had a very good sense of humor. 

Not a problem with British airways they are a fantastic company.",5.0,London,San Francisco,International,July 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"We flew to Portugal from New York City with a stopover in London.  Our return flight from London was canceled a month before our trip and we've had to rebook our return trip by extending our entire trip by one day.  There were no other flights that worked for the same day without enduring extremely long stopovers.  Our return flights had to be booked for the following day instead.  
On the day of our flight from New York, we tried to check-in online five hours before our departure, only to find out that the flight to London was cancelled and there was ZERO notification!  We ended up on an earlier flight that barely left room to make it to the airport.  If we didn't' book this flight then the next flight would be the following day and we would have lost one whole day (hotel was already booked and paid for, non-refundable!)  We were all seated separately when we expressly paid more to be able to choose our seats in advance so that we can sit together with our child.  But because of the cancellation, the flight that we were on was 100% booked.  Never again will I fly this airline.  It was a constant stress and headache, and the lack of communication was the final straw.",1.0,New York City,Faro,International,July 2023,4.0,1.0,5.0,4.0,2.0,5.0,5.0,5.0
"Our BA Airbus A380 developed a fault taxiing to the runway - we returned to the gate only to then have the flight cancelled about 3 hours later due to a technical fault. All the while, BA staff were virtually non-existent, it was finally the captain who actually announced the flight was cancelled. BA provided an alternative the next day involving a connection but it was very much take this or else you were on your own. No arrangements or help made with overnight accommodation or transport, BA didn't seem to care less at all. Finally managed to get the legal minimum £520 compensation out of BA for the 26 hour delay they caused to my journey, and expenses were reimbursed too, but even this took four weeks. The fact that as a Business Class customer BA pays the minimum they can get away with says it all - they couldn't care less about customers, have no interest in loyalty and aren't bothered about your business. Given its our flights that pay BA's way, I'd suggest to anyone they take their hard earned cash to another airline who might at least care less about their customers. Not recommended at all!",1.0,London,Miami,International,June 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Poor communication to begin with !  Flight was delayed and they knew in advance but did not inform passengers until it was almost the time we should have taken off but we’re still in the lounge.  When asked what’s happening was repeatedly told you will be boarding in a few minutes (it was well over an hour later) one person checking the whole plane which obviously took forever, once we were all on board we had to wait for the air conditioning to be rectified - then we had to wait for a slot.   Our Business Class ticket which we purchased to have priority boarding was a joke - we were bussed to the plane and it was a free for all - we just about managed to squeeze our bags in the overhead lockers because they were available to anyone who got there first !   No Champagne on board the hostess said ‘sorry but there is a shortage of Champagne’ news to us we haven’t had any problems.  Our return flight was also delayed and my daughter text us from England to tell us but no one at Nice airport had any information‘apparently’ - once again a free for all to board and our luggage had to be stowed far from our seat.  Food was served and we were so lucky as the rows behind us in Business Class were only offered the vegetarian option as the lamb stew had run out (that is unacceptable) one guy in front of us didn’t want any main course so they really were short on food.  So we eagerly waited for our Champagne which we had been deprived of on the way out - yes they have it but it was us not drinkable - it was corked!  We handed it back and we’re offered a choice of two wines we took the Chardonnay we were asked if we wanted ice in our wine ???  Anyway that too was awful so we didn’t drink it - how can BA hold their heads up.  We paid an awful lot of money for a bit more leg room - could have saved ourselves 50% of the cost quite easily. Welcome to ripoff BA - don’t throw your money away pick a cheaper airline at least you know what you are getting!",1.0,London,Nice,Europe,July 2023,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
"This was the worst travel experience I have every had.

On the way to Dublin, we had a tight 2 hour layover. When we arrived there were issues finding a gate, and then we had to take shuttled to the actual airport. This process took ~45 minutes and by the time we made it to security checks - running to catch out flight - they refused to let us pass and forced us to get a new flight. Unfortunately, a youth group of >30 kids was in the same boat as us. All flights to Dublin for that day were full so we were all stuck in London for the evening. Since the airline (rightly) prioritizes finding accommodations for minors, my husband and I were left to pay for ours ourself and use the claim process to get reimbursed. We were all but sured our claim would be accepted - it of course was not. So now we are not only out the money for the hotel we missed in Dublin, but also out the money for the hotel in London - despite airport staff not allowing us through.

You would think this is all, but on the way back to the States our flight was completely cancelled - WITH NO WARNING OR EMAIL. We only found out because we happened to try to check in 24 hours early. We proceeded to spend over 4 hours on the phone to get a new flight. Of course, all flights for the next day were booked so we god stuck in Dublin for the night. 

This was by far the worst international flying experience I have had and I cannot recommend more that you fly with literally any other airline.",1.0,Houston,Dublin,International,June 2023,4.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0
"I booked BA Business Class to Miami, then to change to their partner American Airlines to Lima. It was an older plane and my seat was by the aisle with no separation from people walking up and down. I had a nearby passenger who kept disturbing me as he had to climb over me to get to the toilet. It was the worst Business Class I ever experienced.....NEVER AGAIN. Their partner airline, American Airlines, was worse...premium economy seats and no screen to watch movies.",1.0,London,Miami,International,May 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
I had booked a flight directly from their website and cancelled within 24hours 2 months before the actual flight. Never recieved a refund I called and emailed customer service and both respond that my refund fee exceeds taxes. They were keeping my $814.2. Don’t book unless you plan on gambling because they don’t keep their word everything is hidden in the fine print. I feel like I’ve been scammed.,1.0,Orlando,London,International,July 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"British Airways is an airline's unprofessionally total. I've traveled British Airways twice and suffered twice. Delayed baggage as well as seat malfunction. It's been more than 40 days. I've complained. They've been busy. That's the message I get. Nobody responds. Unprofessional at the lowest step. They're not passenger friendly at all. They are not bothered about the complaints of the passengers in flight and otherwise. God bless them. Only thing is never to travel again with British Airways.
drsuneetkhanna 
bobsdoc@yahoo.co.in",1.0,London,New Delhi,International,June 2023,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0
"How can the FAA approve the seating on British Airways for international travel? I've been squished in before, but on shorter domestic flights. Never have I been so cramped on an international flight, and I am a small person at just 4'11'. For nine hours I could not reach my under-the-seat bag nor my phone, which slid behind my seat while I was sleeping. Sitting upright, the seat in front of me was less than my two hands' width, placing my thumb on my nose, my other thumb on my pinky, and my other pinky against the screen. I could not bend forward to reach my bag.  Because I was on an overnight flight, I had unpacked my travel pillow, earphones, eye mask and slippers before take-off. However, after I awoke I could not put my sleep gear away, nor could I retrieve my laptop, snacks, Kleenex, or cord for charging my dead phone. I suppose I could've wakened my seatmates and asked them to get out of their seats so I could bend over to open my bag, but I refused to make them as uncomfortable as I was. Because of my miserable experience, I paid to select a better seat on my return flight. However, I was dismayed when I boarded the plane and found that I was booked in the middle seat of the middle section and not the two-seat row I had requested and paid for ($304 for my husband and I). I am still waiting for settlement of that discrepancy. I will never fly British Airways for an international flight ever again. No one should be forced to sit in 14 inches of space for 9-1/2 hours.",2.0,Portland,Nairobi,International,July 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Terrible service, Terrible food, Terrible airplane from London to Barcelona, Disastrous lounge in Heathrow",1.0,Seattle,Barcelona,International,June 2023,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0
"For convenience, we flew out of Nashville to Heathrow on British Airways. Big, big mistake.  First of all, the seats that we selected when booking were not the seats we were assigned on our boarding pass. Secondly, my daughter who cannot eat gluten requested a special meal a few days before the flight. The flight attendants could not find one so she didn't get to eat dinner. The in-flight entertainment was horrendous. The next 'morning,' my daughter had nothing to eat because, again, they negected to include a gluten free breakfast for her.  
Advice to everyone reading this review.....don't fly British Airways.",1.0,Nashville,London,International,July 2023,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0
"Excellent experience as always, had an injury at the airport and they sorted assistance to the aircraft and also on our return. Flights on time, check in straightforward and efficient as always. have travelled with them for over 20 years and haven't experienced any real issues despite the bad reviews from other travellers we have always had great service. prices are very good if you book in advance and the luggage allowance is generous at 23kg p.p.",5.0,London,Verona,Europe,July 2023,4.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0
"British airways you suck. My family booked our flight months in advance for business class. Not only did you attempt to down grade us but you also spoke down to us. We are not less than you and this experience has proved just that. Awful airline. Would never recommend. Not reliable. Not safe. And some of the worst food I’ve ever eaten. Ur not kind people and don’t deserve kindness from
Those who are. Awful people awful awful awful.",1.0,Nairobi,London,International,July 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"I was going to visit my brother in Germany, but then he ended up getting deployed, he’s in the Air Force. I cancelled my tickets 5 months in advance, and they took $1,100.00 from me! DO NOT BOOK WITH THIS AIRLINE.",1.0,Lubbock,Frankfurt,International,July 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"This was an ordinary Club Europe evening flight with and OK service, bad seats and semi acceptable food.",3.0,London,Rome,Europe,June 2023,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0
"Having flown British Airways fro close to 25 years I have no decided that the service is so poor I will not be stepping foot another flight. We all joke that Economy Class is cattle Class, well flying Economy with British Airways is definitely like flying cattle class in fact I think cattle would be treated better. I flew Qatar recently and found them to 500% better than BA and will look to fly long haul with them NEVER USE BA THEY ARE USELESS",1.0,London,Johannesburg,International,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"This was my first transatlantic flight on BA since the pandemic.
I am happy to write that the service on board was exceptional, thanks to the two cabin staff Olivia and AJ. They were very attentive when needed and left me alone when appropriate. Cabin staff really make a substantial difference between a good flight and a poor flight. These were the best 2 BA staff I have experience on many flights.
The food was good: Nicoise style tuna tonnato, fillet of Atlantic salmon, followed by cheese and biscuits. Washed down with Dog Point sauvignon blanc from New Zealand and an excellent port (Dow's Colheita 2007 from the Douro Valley).
The inflight entertainment choices were not much to my liking but I managed to find something to occupy myself.
On the 787, the seat was very comfortable.
I wish I could have Olivia and AJ on all my BA flights!",5.0,London,Seattle,International,June 2023,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
"The worst service ever that you all never could imagine off. They canceled our flights and asked us to book hotels by ourselves and they said they will claim the refund later. All the staff members gave us false information regarding each and everything. Staffs were really rude at the airport towards the customers. We asked them to return back our luggage, and they even could not do that. Without luggage how are we supposed to book hotels even? Dammnnnnn worstt. Such a filthy service. And we were stranded for about 10 hours. No one is being responsible. And the fun part is that, they even don’t know why the flight got canceled. And to highlight, such a slow process. Even a game character can act faster than these services. And at last they were like “ can you all please exit from these area, we need to clear up the place”. What a damn question is that. No food or services were provided. They have no idea when is the next flight. Actingg total dumbbbb!",1.0,London,Dubai,International,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Lost Luggage and Poor Aircraft Maintenance. 

We flew Business Class from Heathrow to Sydney (family of 4). For business class it was very poorly maintained. There was no WIFI available on board, the electrical chargers did not work, and 3/4 air phone jacks for their in flight entertainment did not work properly. And when they finally did (after having to constantly fidget the attachment, it was very poor quality sound. 

On arrival to Sydney we discovered ALL of our luggage was left at Heathrow. BA have their own terminal at Heathrow (T5). The baggage complaints person at Sydney had actually said this happens a lot for flights coming out of Heathrow and especially on weekends. He said it happens almost every week. 

British Airways needs to do better for their patrons.

I would not fly with British again.",1.0,London,Sydney,International,June 2023,5.0,5.0,3.0,1.0,1.0,5.0,1.0,5.0
"While the flight and the service on board was very good, I have had a nightmare experience due to damage to my checked luggage. Since I did not have the original receipt for the bag, British Airways will only reimburse me $37, which is 50% of the estimated value of the bag. They advise that this is due to “depreciation“. To add insult to injury, they also are not reimbursing me for $10.67 that was charged by a local luggage firm to inspect the bag to determine if it was repairable or not. (British Airways had instructed me to do that.)

The entire experience has been extremely frustrating. After spending over $3,000 for tickets for my husband and me, I am quite surprised about how British Airways treats their customers whose luggage is damaged by them. We certainly will not be flying with BA again.

For those of you who choose to fly with British Airways, be prepared for shoddy treatment if they damage your checked luggage.",1.0,Newark,London,International,June 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Booked first/business class as part of an American airlines ticket from Ireland to Orlando.. don’t waste your money on this first class: flight was delayed (weather-no one’s fault)in plane for over 10 hours. Saw an attendant three times, one was outward lyrude. No free Internet. Not sure what I paid for it but very dissatisfied and would never fly first class with British Airways again.",1.0,London,Orlando,International,July 2023,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0
"BA should be renamed BLOODY AWFUL AIRLINES I flight was cancelled on Friday at 12pm with no reason and I was told we were re booked at 7am the same day economy class, as a Type1 Diabetic I could not get up that early in the morning i.e. 3:30am. I then called BA Customer Services and was on hold for 2 1/2 hours before I got threw and then told I could on fly on Monday afternoon and that flight left 2 hours late as well! The service was totally pathetic and have now cancelled my Business Class flights to Inda and booked Virgin a proper airline. IF POSSIBLE NEVER USE BRITISH AIRWAYS IF THERE IS ANY ALTERNATIVE EVEN THE WRIGHT BROTHERS PLANE!",1.0,London,Milan,Europe,June 2023,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0
Our flight from London To Dallas  arrived  25 minutes late and we did not get To our next flight To costa rica. We were rebooked  next day and we arrved 17 hours late To costa rica. BA refused To compensate for our late arrival. We came 17 hours too late because of their late arrival and they gave nothing To us!!! Our suitcase came 4 days late to costa rica.We Will never ever fly by BA Avain. Never!,1.0,London,Dallas,International,January 2023,3.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0
"The world use to laugh at the British cuisine in the 70s and then everything changed. I must thank BA ( with complete sarcasm) for returning us to those days. The food you supplied on this flight was disgusting . You actually managed to make the experience unforgettable....for the wrong reasons. Thanks soooo much
Oh...and the seat was uncomfortable and the in-flight entertainment.....poor",1.0,London,Hong Kong,International,July 2023,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0
"Are British Airways claiming bad weather delays to cover up their inadequate service?
They don’t have to then pay compensation.

Having missed our connection because of their delayed flight we now have 9 hours to wait at the airport for next available flight.
We then arrive into Geneva too late to travel to our final destination.",1.0,London,Canton of Geneva,Europe,July 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Beware of this airline!  If they lose your luggage (as they did ours), you will spend days on hold, phone numbers that go no place, a completely worthless lost baggage web portal, and when you do finally reach someone, they are completely unable to assist in anyway. Do yourself a favor and find another airline. If you decide to fly British airway and the lose your luggage, move on, you’ll never see it again.",1.0,San Diego,Munich,International,July 2023,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0
"pleasant experience flying with british airways, there were pros and cons. Personally the check in and boarding experience was seamless and very customer friendly. Our journey was split into two flights, connected by heathrow, which was also a very welcoming place and easy enough to know where we were supposed to go. The flights themselves were of a high standard of cleanliness, i was unwell and couldn’t taste the food however it was filling enough. Flight 2 was around 10 hours, and the one thing i will say is that the in-flight entertainment didn’t have a lot of good options, so the flight seemed a lot longer without good entertainment, but on the whole a good experience which i would recommend",4.0,Glasgow,Chennai (Madras),International,June 2023,3.0,4.0,2.0,5.0,3.0,4.0,5.0,N/A
"This was a decent medium-haul morning flight on board the 777 Club Suites.
While the food was far from sensational, the enclosed suite was nice and service was adequate.",4.0,Tel Aviv,London,International,May 2023,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0
